GEOID,Indicator,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bremen,Accommodation and food service activities  Local units - number,,,,,,,1980,1996,2036,2224,2071
Bremen,Specialised construction activities  Local units - number,13,1430,1331,1243,1199,1102,1381,1330,1732,1783,1974
Bremen,Food and beverage service activities  Local units - number,,,,,,,1825,1812,1848,1996,1846
Bremen,Administrative and support service activities  Local units - number,1336,1394,1374,1490,1494,1581,1583,1666,1855,1733,1674
Bremen,"Wholesale trade, except of motor vehicles and motorcycles  Local units - number",,,,,,,1628,1683,1426,1464,1398
Bremen,Real estate activities  Local units - number,1536,1650,1642,1510,1513,1608,2109,1153,1306,1330,1373
Bremen,Retail sale of other goods in specialised stores  Local units - number,,,,,,,1276,1653,1261,1386,1371
Bremen,Transportation and storage  Local units - number,1787,1460,1598,1409,1328,1386,1539,1603,1374,1369,1284
Bremen,Manufacturing  Local units - number,303,296,1273,1269,1242,1267,1180,1217,1217,1179,1229
Bremen,Legal and accounting activities  Local units - number,1078,1106,1083,1037,1135,1064,1230,1179,1130,1204,1097
Bremen,Information and communication  Local units - number,714,858,777,870,845,801,872,798,935,1019,1041
Bremen,Activities of head offices; management consultancy activities  Local units - number,583,650,708,770,809,866,1128,1153,1005,1093,988
Bremen,Architectural and engineering activities; technical testing and analysis  Local units - number,862,865,767,774,751,857,891,861,828,773,814
Bremen,"Computer programming, consultancy and related activities  Local units - number",460,483,467,603,599,541,547,524,658,741,748
Bremen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Local units - number,,,,,,,578,668,657,772,710
Bremen,Retail sale in non-specialised stores  Local units - number,,,,,,,595,447,539,496,647
Bremen,"Other professional, scientific and technical activities  Local units - number",399,394,391,450,478,411,457,459,563,580,629
Bremen,Services to buildings and landscape activities  Local units - number,421,392,399,403,416,513,461,473,534,561,586
Bremen,"Retail sale of food, beverages and tobacco in specialised stores  Local units - number",,,,,,,441,625,522,623,561
Bremen,Warehousing and support activities for transportation  Local units - number,921,645,743,668,672,,,870,676,707,549
Bremen,Land transport and transport via pipelines  Local units - number,583,530,558,473,417,446,551,498,468,438,499
Bremen,"Office administrative, office support and other business support activities  Local units - number",321,341,282,332,348,371,431,423,499,454,436
Bremen,"Retail trade not in stores, stalls or markets  Local units - number",,,,,,,278,335,409,369,370
Bremen,Other specialised wholesale  Local units - number,,,,,,,307,357,339,370,359
Bremen,Maintenance and repair of motor vehicles  Local units - number,,,,,,,204,246,229,282,354
Bremen,Retail sale of other household equipment in specialised stores  Local units - number,,,,,,,289,398,430,407,312
Bremen,Wholesale of household goods  Local units - number,,,,,,,264,261,229,327,309
Bremen,Retail sale of cultural and recreation goods in specialised stores  Local units - number,,,,,,,242,267,286,303,285
Bremen,Employment activities  Local units - number,125,181,211,265,255,263,320,330,325,320,268
Bremen,Advertising and market research  Local units - number,338,247,272,311,322,373,252,242,231,235,255
Bremen,"Wholesale of food, beverages and tobacco  Local units - number",,,,,,,226,253,256,255,249
Bremen,"Wholesale of other machinery, equipment and supplies  Local units - number",,,,,,,260,220,259,245,232
Bremen,Accommodation  Local units - number,,,,,,,155,184,187,229,225
Bremen,Repair and installation of machinery and equipment  Local units - number,42,33,223,231,223,234,223,220,212,206,208
Bremen,Rental and leasing activities  Local units - number,193,190,204,219,207,155,190,146,234,188,202
Bremen,Sale of motor vehicles  Local units - number,,,,,,,258,291,278,275,192
Bremen,Manufacture of machinery and equipment n.e.c.  Local units - number,48,48,165,171,168,159,155,164,172,162,178
Bremen,Manufacture of food products  Local units - number,46,45,191,198,185,185,167,178,177,158,170
Bremen,Retail sale of information and communication equipment in specialised stores  Local units - number,,,,,,,181,174,194,160,156
Bremen,Construction of buildings  Local units - number,84,73,72,77,73,79,80,73,125,136,152
Bremen,"Manufacture of fabricated metal products, except machinery and equipment  Local units - number",36,37,142,134,137,145,133,136,143,155,151
Bremen,Wholesale on a fee or contract basis  Local units - number,,,,,,,300,276,124,137,146
Bremen,Sale of motor vehicle parts and accessories  Local units - number,,,,,,,97,109,118,191,141
Bremen,Information service activities  Local units - number,82,231,175,107,104,132,180,129,125,117,131
Bremen,Water transport  Local units - number,183,203,174,184,162,,134,,103,111,126
Bremen,"Travel agency, tour operator and other reservation service and related activities  Local units - number",243,253,230,219,218,223,132,238,212,158,125
Bremen,Postal and courier activities  Local units - number,93,79,113,77,70,80,76,86,126,114,105
Bremen,Scientific research and development  Local units - number,110,108,111,77,89,67,84,70,97,62,102
Bremen,Repair of computers and personal and household goods  Local units - number,84,82,69,89,115,114,103,66,104,79,82
Bremen,Manufacture of other transport equipment  Local units - number,8,7,53,60,52,66,64,75,79,71,72
Bremen,Publishing activities  Local units - number,56,58,52,72,67,68,64,56,61,60,67
Bremen,Retail sale via stalls and markets  Local units - number,,,,,,,51,57,65,57,63
Bremen,"Motion picture, video and television programme production, sound recording and music publishing activities  Local units - number",65,70,57,53,45,39,55,64,61,68,61
Bremen,"Manufacture of computer, electronic and optical products  Local units - number",10,10,45,46,52,44,43,42,44,59,57
Bremen,Security and investigation activities  Local units - number,33,36,48,53,50,56,48,56,51,53,56
Bremen,Wholesale of information and communication equipment  Local units - number,,,,,,,100,117,64,48,53
Bremen,Veterinary activities  Local units - number,44,46,42,44,45,45,51,44,50,51,51
Bremen,Manufacture of other non-metallic mineral products  Local units - number,13,14,58,51,60,57,56,61,64,48,49
Bremen,"Manufacture of motor vehicles, trailers and semi-trailers  Local units - number",13,11,49,46,43,48,47,47,49,44,49
Bremen,Other manufacturing  Local units - number,9,9,40,37,34,35,39,33,30,36,49
Bremen,Printing and reproduction of recorded media  Local units - number,16,15,58,60,60,53,47,47,34,36,38
Bremen,Civil engineering  Local units - number,14,22,20,20,19,19,17,24,26,42,37
Bremen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Local units - number",7,7,22,23,21,22,21,28,30,28,34
Bremen,Manufacture of chemicals and chemical products  Local units - number,9,9,36,32,34,35,34,37,39,28,34
Bremen,Manufacture of electrical equipment  Local units - number,14,17,49,42,43,48,30,37,39,44,34
Bremen,Non-specialised wholesale trade  Local units - number,,,,,,,150,161,137,65,33
Bremen,Telecommunications  Local units - number,47,10,19,29,23,18,,,,,29
Bremen,Manufacture of basic metals  Local units - number,7,8,36,37,39,40,30,28,25,24,26
Bremen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Local units - number",,,,,,,18,21,32,24,24
Bremen,Manufacture of textiles  Local units - number,5,4,18,18,17,18,17,19,20,20,23
Bremen,Wholesale of agricultural raw materials and live animals  Local units - number,,,,,,,21,38,18,17,16
Bremen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Local units - number,1,1,9,9,9,9,9,9,10,8,15
Bremen,Manufacture of paper and paper products  Local units - number,3,3,13,14,13,13,9,9,10,8,11
Bremen,Manufacture of rubber and plastic products  Local units - number,7,10,31,32,26,26,26,19,15,24,11
Bremen,Manufacture of beverages  Local units - number,4,4,18,14,13,13,13,14,10,8,8
Bremen,Manufacture of coke and refined petroleum products  Local units - number,2,2,9,9,9,9,9,9,10,8,8
Bremen,Retail sale of automotive fuel in specialised stores  Local units - number,,,,,,,20,15,19,10,6
Bremen,Air transport  Local units - number,7,3,9,8,7,,,,0,0,5
Bremen,Programming and broadcasting activities  Local units - number,4,6,7,6,6,4,,,,,5
Bremen,Manufacture of furniture  Local units - number,1,0,0,0,0,4,4,5,5,4,4
Bremen,Mining and quarrying  Local units - number,0,0,0,0,2,0,0,0,0,0,0
Bremen,Mining of coal and lignite  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Bremen,Extraction of crude petroleum and natural gas  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Bremen,Mining of metal ores  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Bremen,Other mining and quarrying  Local units - number,0,0,0,0,2,0,0,0,0,0,0
Bremen,Mining support service activities  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Bremen,Manufacture of tobacco products  Local units - number,1,1,4,5,4,4,4,0,0,0,0
Bremen,Manufacture of wearing apparel  Local units - number,1,1,4,0,0,0,0,0,0,0,0
Bremen,Manufacture of leather and related products  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Bremen,Manufacture of beverages  Persons employed - number,,,,,,,,,,,
Bremen,Manufacture of coke and refined petroleum products  Persons employed - number,,,,,,,,,,,
Bremen,Manufacture of furniture  Persons employed - number,,0,0,0,0,,,,,,
Bremen,"Electricity, gas, steam and air conditioning supply  Persons employed - number",,,,,,,,,,,
Bremen,"Water supply; sewerage, waste management and remediation activities  Persons employed - number",,,,,,,,,,,
Bremen,"Water collection, treatment and supply  Persons employed - number",,,,,,,,,,,
Bremen,Sewerage  Persons employed - number,,,,,,,,,,,
Bremen,"Waste collection, treatment and disposal activities; materials recovery  Persons employed - number",,,,,,,,,,,
Bremen,Remediation activities and other waste management services  Persons employed - number,,,,,,,,,,,
Bremen,Programming and broadcasting activities  Persons employed - number,45,367,346,348,341,319,,,,,
Bremen,Telecommunications  Persons employed - number,217,194,188,257,225,230,,,,,
Bremen,Manufacturing  Persons employed - number,53175,50643,56365,57787,,60014,,59211,60723,59773,58237
Bremen,Transportation and storage  Persons employed - number,39617,38151,44758,47688,49744,50763,48201,49744,50196,50182,56222
Bremen,Administrative and support service activities  Persons employed - number,33539,38210,35263,40393,41769,40294,43777,44944,42880,46493,45344
Bremen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Persons employed - number,46444,56666,55830,58716,57918,32605,37933,42566,40682,41344,43915
Bremen,Warehousing and support activities for transportation  Persons employed - number,25005,24732,28322,32010,34738,,,36554,36749,38406,42564
Bremen,"Professional, scientific and technical activities  Persons employed - number",20300,20721,23446,25711,24555,26407,24675,25491,26750,26925,27462
Bremen,Accommodation and food service activities  Persons employed - number,12014,17369,17682,18273,18882,17589,19335,21129,20902,22166,21590
Bremen,"Wholesale trade, except of motor vehicles and motorcycles  Persons employed - number",15717,21064,20288,21973,21796,17538,19492,18643,18864,18514,19653
Bremen,"Manufacture of motor vehicles, trailers and semi-trailers  Persons employed - number",,,,,,,,,,19654,19105
Bremen,Food and beverage service activities  Persons employed - number,9565,14103,14347,14873,15291,14191,15550,17337,18147,19556,19103
Bremen,Employment activities  Persons employed - number,12554,14070,13409,20115,20114,18838,20409,19775,19651,20138,18891
Bremen,"Retail trade, except of motor vehicles and motorcycles  Persons employed - number",25377,29382,29480,30696,30290,11407,14408,19074,16725,17464,18572
Bremen,Construction  Persons employed - number,5025,10547,10082,10441,10554,10521,10904,10740,13935,14813,15012
Bremen,Services to buildings and landscape activities  Persons employed - number,9819,12851,12271,10731,11470,11248,12319,12307,10602,13860,14075
Bremen,Information and communication  Persons employed - number,11209,7932,8205,8460,8388,8457,8941,9193,10352,11013,12877
Bremen,Specialised construction activities  Persons employed - number,625,7758,7362,7711,7945,7691,8378,8303,10453,11016,11250
Bremen,"Computer programming, consultancy and related activities  Persons employed - number",4077,4518,4282,5068,5103,4876,5388,5834,6524,7030,8885
Bremen,Land transport and transport via pipelines  Persons employed - number,9089,8496,8498,7623,7966,7948,8388,7467,7997,8003,8466
Bremen,Activities of head offices; management consultancy activities  Persons employed - number,3895,4031,4892,5978,6164,6716,6372,6739,7021,7364,7350
Bremen,Manufacture of other transport equipment  Persons employed - number,,,,,,,,,,7226,7145
Bremen,Legal and accounting activities  Persons employed - number,7110,7379,7236,7162,7046,7107,7293,7375,7427,7387,7120
Bremen,"Wholesale of food, beverages and tobacco  Persons employed - number",2654,3055,3152,3384,3607,5541,6777,5816,6315,6535,6997
Bremen,Architectural and engineering activities; technical testing and analysis  Persons employed - number,3837,3642,4348,5854,4965,5404,5713,5864,6042,6362,6889
Bremen,"Office administrative, office support and other business support activities  Persons employed - number",4855,5621,3473,3618,4322,3963,5894,5396,5992,6520,6615
Bremen,Manufacture of food products  Persons employed - number,,,,,,,,,,,6408
Bremen,Retail sale of other goods in specialised stores  Persons employed - number,9021,10352,10491,10673,10115,4159,5077,7379,5338,6060,5960
Bremen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Persons employed - number,5350,6220,6062,6048,5832,3660,4033,4849,5093,5366,5690
Bremen,Manufacture of machinery and equipment n.e.c.  Persons employed - number,4327,4323,4368,4548,5641,4666,5341,5416,5659,5779,5602
Bremen,Retail sale in non-specialised stores  Persons employed - number,8281,9738,9548,10030,9713,2540,3032,3104,3265,3035,4506
Bremen,Postal and courier activities  Persons employed - number,3296,3323,6519,6116,5545,4422,4665,4759,4560,2862,4273
Bremen,Real estate activities  Persons employed - number,5591,5267,4610,4551,4357,4386,5036,3950,4243,4372,4265
Bremen,Repair and installation of machinery and equipment  Persons employed - number,3504,2006,3579,3868,4206,4224,4415,4045,3976,3873,4010
Bremen,Other specialised wholesale  Persons employed - number,3551,4912,4732,5246,5113,3425,3709,4154,4223,3669,3737
Bremen,"Wholesale of other machinery, equipment and supplies  Persons employed - number",3164,3984,4222,4378,4614,3296,2795,2890,3442,3196,3717
Bremen,"Manufacture of fabricated metal products, except machinery and equipment  Persons employed - number",3146,4333,4820,4940,5428,5457,5397,4981,4945,5030,3691
Bremen,Wholesale of household goods  Persons employed - number,3084,4304,4156,4327,3933,2844,3270,3170,2995,3281,3607
Bremen,Manufacture of basic metals  Persons employed - number,,,,,,,,,,,3579
Bremen,"Retail sale of food, beverages and tobacco in specialised stores  Persons employed - number",2734,3056,3179,3063,3449,1849,2994,3897,3359,3536,3456
Bremen,Security and investigation activities  Persons employed - number,2270,1916,2157,2069,2181,2773,2786,2884,2242,2736,2665
Bremen,"Manufacture of computer, electronic and optical products  Persons employed - number",829,849,1124,1200,1467,1450,1539,1540,1464,2344,2559
Bremen,Scientific research and development  Persons employed - number,2465,2468,2571,2078,2032,2333,2288,2195,2632,2294,2538
Bremen,Accommodation  Persons employed - number,2449,3267,3334,3400,3591,3398,3785,3792,2755,2610,2487
Bremen,"Travel agency, tour operator and other reservation service and related activities  Persons employed - number",3011,2827,2625,2660,2666,2666,784,2737,2578,2487,2462
Bremen,Sale of motor vehicles  Persons employed - number,2632,2794,2565,2470,2280,1521,1668,2058,2195,2270,2252
Bremen,Maintenance and repair of motor vehicles  Persons employed - number,1693,2308,2366,2346,2346,1082,1402,1653,1704,1780,2196
Bremen,Construction of buildings  Persons employed - number,3441,1492,1425,1478,1428,1616,1548,1292,1877,1866,1992
Bremen,Civil engineering  Persons employed - number,960,1297,1295,1252,1181,1214,978,1145,1605,1931,1770
Bremen,Information service activities  Persons employed - number,4932,1186,1712,988,972,1299,1196,1064,1612,1723,1713
Bremen,Advertising and market research  Persons employed - number,1663,1814,3191,3081,2983,3540,1548,2020,1833,1719,1664
Bremen,"Other professional, scientific and technical activities  Persons employed - number",1139,1198,1023,1360,1165,1098,1134,1080,1550,1538,1632
Bremen,"Retail trade not in stores, stalls or markets  Persons employed - number",383,393,539,638,798,590,811,1387,1319,1430,1367
Bremen,Publishing activities  Persons employed - number,1206,1161,1188,1317,1258,1302,1386,1297,1242,1220,1259
Bremen,Sale of motor vehicle parts and accessories  Persons employed - number,952,1037,1053,1155,1132,908,915,1071,1102,1240,1171
Bremen,Retail sale of other household equipment in specialised stores  Persons employed - number,2399,2591,2541,2944,2812,857,973,1287,1352,1394,1142
Bremen,Retail sale of information and communication equipment in specialised stores  Persons employed - number,711,862,835,1022,1041,689,716,859,1021,845,995
Bremen,Manufacture of electrical equipment  Persons employed - number,1321,1937,1199,987,1105,2063,926,966,1029,999,919
